normalized_ipc normalized_ipc normalized_ipc normalized_ipc normalized_ipc normalized_ipc normalized_ipc normalized_ipc normalized_ipc
0.8362299371 1.023656598 0.9898037388 1.009760142 0.9921214062 0.970865596 0.8254612071 0.7644751099 1.015031052
0.686162766 0.9388471031 0.9546207583 0.9086778894 0.9465816417 1.039515445 0.6850622747 0.8291653388 0.9586537311
0.6520587334 1.011308839 0.9679981018 1.002216905 0.9626435263 1.037509006 0.6541824694 0.5886178214 1.011425557
0.6784039218 1.037730657 0.9739151249 1.010071085 0.9611604603 1.041657546 0.6646942454 0.5892807062 1.011425557
0.6841075679 0.8946422948 0.9451761984 0.880796704 0.9230111525 1.021375414 0.6861567636 0.7808305182 0.9437314423
0.6510358481 0.9828897438 0.9663225219 0.9951890272 0.9561951429 0.9214045984 0.6564124175 0.5891516349 1.012953678
0.6776261519 1.00887214 0.9723025367 1.004770665 0.9479807606 0.9465056043 0.6652853865 0.5894591752 1.012953678
0.6779372599 0.8501476772 0.9492433643 0.8446323536 0.894963483 1.001810355 0.6858231493 0.7394782969 0.9240181417
0.6507200264 0.9613580651 0.9655078288 0.9858693868 0.9523677755 0.8975006156 0.6566231212 0.5890050354 1.014063061
0.6769567984 0.98619901 0.9711098933 0.9907005133 0.9393217694 0.9248166845 0.6658706747 0.5891038307 1.014063061
0.6703009734 0.8098798809 0.9419489221 0.8086752982 0.863635657 0.9758098717 0.6851968909 0.7086270635 0.9003404283
0.6498432676 0.9373582995 0.9648632135 0.9809000636 0.9485093166 0.8649119447 0.6565002107 0.589054433 1.015031052
0.676499564 0.9627547994 0.9704400812 0.981674541 0.9334703433 0.8949994072 0.6664735216 0.5898177067 1.015031052
0.5676919088 0.8944215375 0.9385662662 0.8806642655 0.9007651626 1.021204411 0.5768424872 0.770109631 0.9437314423
0.5499021895 0.930998189 0.9440003528 0.9642934262 0.8963470561 0.8646041387 0.5531500211 0.4779001211 1.012953678
0.5619788352 0.9587089781 0.952216574 0.995183269 0.9023166299 0.8911712131 0.5576977104 0.4779925425 1.012953678
0.5671922506 0.8508884171 0.9427657149 0.8446208372 0.8741352668 1.00154587 0.5769185747 0.7312049844 0.9240181417
0.5491998397 0.9037310068 0.9425809391 0.9499900671 0.8913693021 0.8352155098 0.5537118977 0.4779033081 1.014063061
0.5614273256 0.9315118942 0.9501210491 0.97025028 0.8904396653 0.863741142 0.5578908555 0.4779845752 1.014063061
0.5668858564 0.8092406264 0.9353851839 0.8087933412 0.8441226126 0.9766443678 0.5760640539 0.7018101855 0.9003404283
0.5486624714 0.8770110096 0.9416696588 0.9399333777 0.8868206112 0.7933755598 0.5536709276 0.4780530945 1.015025614
0.5610219425 0.9022495268 0.9486890371 0.9543490215 0.8799587104 0.8253144181 0.5581483823 0.4784371216 1.015025614
0.4842961182 0.8498264806 0.9361242869 0.8441889725 0.8535464554 1.00102374 0.4975359367 0.7229013959 0.9240181417
0.4714841264 0.8528459376 0.9190283316 0.901324673 0.8398568546 0.7720639872 0.4781804561 0.4016476512 1.014063061
0.4792948219 0.879093033 0.928964227 0.9475226801 0.850288063 0.8095650132 0.4801236129 0.4020045892 1.014063061
0.4837304674 0.8094864935 0.9287500551 0.8086263535 0.8248614095 0.9760435762 0.4972491455 0.6949757792 0.9003404283
0.4710221782 0.8235867089 0.9181695443 0.8886796744 0.8347360795 0.722931316 0.4783267781 0.4020412391 1.015031052
0.4788375875 0.8464073589 0.927448226 0.9259006538 0.8357838641 0.7642970168 0.480164583 0.402492192 1.015025614
0.4218199816 0.8086118345 0.9225138739 0.8086321117 0.80687185 0.9756012476 0.4372219881 0.5682882912 0.9003404283
0.4121614933 0.7742427556 0.8960342507 0.8222732782 0.7879992911 0.6603030635 0.4210855925 0.34661865 1.015031052
0.4174786113 0.7979129547 0.9068562298 0.8905194181 0.800693963 0.7124431129 0.4214484712 0.3468895404 1.015025614
0.9849536873 1.042769363 0.9879769786 0.9771198079 1.047591806 1.060104244 1.09136934 1.012253808 0.9874269928
0.8938839002 1.122965973 1.006072403 1.02237635 1.080629666 1.073592985 1.038950929 1.082736312 1.008929445
1.009814042 1.124993592 1.008997319 1.022307252 1.081130239 1.076321058 1.076602519 1.084391931 1.008929445
0.937900964 0.9944245716 0.9782300584 0.9452539508 1.023259574 1.049553339 1.099399494 0.9214003442 0.9734998858
0.8939687478 1.118862608 1.005303904 1.023073092 1.078024195 1.073133556 1.042082221 1.081800943 1.01024004
1.00652384 1.119880603 1.006952187 1.022431053 1.075120246 1.076302817 1.07940605 1.08336414 1.01024004
0.90207641 0.9384903343 0.9680631933 0.9086519775 0.996464893 1.039327341 1.100213045 0.8514389062 0.9586537311
0.8935822197 1.109522798 1.004768474 1.023156586 1.076071647 1.075898109 1.044165847 1.079025113 1.011425557
1.00411511 1.111058683 1.006693921 1.021751586 1.068174399 1.078789205 1.080365922 1.080312639 1.011425557
0.8611515709 0.8948107399 0.9582763783 0.8808024622 0.9700402013 1.021511076 1.100687128 0.8003314424 0.9437314423
0.8935162271 1.096512768 1.004331731 1.023003993 1.073957423 1.054698259 1.04443508 1.079049015 1.012953678
1.001956209 1.098930635 1.00639576 1.021014537 1.064129391 1.055334391 1.081934495 1.079608324 1.012953678
0.8248650687 0.8506456888 0.9626060098 0.8447014519 0.9390419456 1.001183343 1.101886969 0.7568184715 0.9240181417
0.8924839143 1.085325293 1.00441992 1.023052938 1.072707544 1.049419957 1.046512853 1.078139142 1.014063061
1.000678781 1.088773709 1.00647555 1.019531801 1.062142642 1.048626501 1.084866788 1.079362929 1.014063061
0.7946027481 0.8101539965 0.9551036949 0.8086781773 0.9058859376 0.9765201054 1.099575081 0.7244629996 0.9003404283
0.8920549624 1.072597748 1.004575299 1.02234468 1.070512482 1.042160296 1.045418364 1.076971126 1.015025614
0.9995380518 1.078182592 1.006635129 1.017867682 1.060190094 1.039600947 1.085943719 1.078405252 1.015025614
0.8364184874 0.9939966583 0.9712190789 0.9452856209 0.9922768639 1.049553339 0.8434178489 0.9085011792 0.9734998858
0.763826628 1.082631217 0.9878656932 1.016813933 1.02477995 1.055180488 0.8029802875 0.7666262987 1.01024004
0.8412312334 1.096656103 0.992642566 1.019249649 1.023197391 1.05834633 0.8223123566 0.7673385812 1.01024004
0.8211836244 0.9386650568 0.9613335769 0.9088333607 0.9685788994 1.039406003 0.8451795664 0.8403371789 0.9586537311
0.7638784793 1.064360678 0.9871916817 1.013975142 1.020094456 1.05680616 0.8051107365 0.76432373 1.011425557
0.8396097009 1.079819963 0.9914793188 1.01650299 1.009156456 1.060921639 0.8231785831 0.7649515584 1.011425557
0.8056329397 0.8944246763 0.9517252385 0.8809377798 0.9458198992 1.021299032 0.8458233834 0.7913267257 0.9437314423
0.7639774682 1.041176981 0.9861355204 1.012138277 1.01596861 0.9859081872 0.8063398417 0.7642918605 1.012953678
0.8382945627 1.058514272 0.9906730246 1.01394923 1.000124366 1.005833493 0.8243608653 0.7648798521 1.012953678
0.7844634566 0.8503328622 0.9559813796 0.8447446384 0.9167710824 1.001471768 0.8457121787 0.7483539423 0.9240181417
0.7633363973 1.023736112 0.9858751546 1.008588349 1.013042897 0.9693208661 0.8067963665 0.7640193766 1.014063061
0.8375874991 1.042056872 0.9902047861 1.007733257 0.9956347491 0.9917530803 0.8249461535 0.7645786857 1.014063061
0.7632656909 0.8101299329 0.948430771 0.8089372961 0.8834285252 0.9765736865 0.8449688627 0.717408694 0.9003404283
0.7625727686 1.005454064 0.9855182015 1.006783155 1.009464262 0.9488050289 0.80796109 0.7636767799 1.015031052
0.8362299371 1.023656598 0.9898037388 1.009760142 0.9921214062 0.970865596 0.8254612071 0.7644751099 1.015031052
0.686162766 0.9388471031 0.9546207583 0.9086778894 0.9465816417 1.039515445 0.6850622747 0.8291653388 0.9586537311
0.6520587334 1.011308839 0.9679981018 1.002216905 0.9626435263 1.037509006 0.6541824694 0.5886178214 1.011425557
0.6784039218 1.037730657 0.9739151249 1.010071085 0.9611604603 1.041657546 0.6646942454 0.5892807062 1.011425557
0.6841075679 0.8946422948 0.9451761984 0.880796704 0.9230111525 1.021375414 0.6861567636 0.7808305182 0.9437314423
0.6510358481 0.9828897438 0.9663225219 0.9951890272 0.9561951429 0.9214045984 0.6564124175 0.5891516349 1.012953678
0.6776261519 1.00887214 0.9723025367 1.004770665 0.9479807606 0.9465056043 0.6652853865 0.5894591752 1.012953678
0.6779372599 0.8501476772 0.9492433643 0.8446323536 0.894963483 1.001810355 0.6858231493 0.7394782969 0.9240181417
0.6507200264 0.9613580651 0.9655078288 0.9858693868 0.9523677755 0.8975006156 0.6566231212 0.5890050354 1.014063061
0.6769567984 0.98619901 0.9711098933 0.9907005133 0.9393217694 0.9248166845 0.6658706747 0.5891038307 1.014063061
0.6703009734 0.8098798809 0.9419489221 0.8086752982 0.863635657 0.9758098717 0.6851968909 0.7086270635 0.9003404283
0.6498432676 0.9373582995 0.9648632135 0.9809000636 0.9485093166 0.8649119447 0.6565002107 0.589054433 1.015031052
0.676499564 0.9627547994 0.9704400812 0.981674541 0.9334703433 0.8949994072 0.6664735216 0.5898177067 1.015031052
0.5676919088 0.8944215375 0.9385662662 0.8806642655 0.9007651626 1.021204411 0.5768424872 0.770109631 0.9437314423
0.5499021895 0.930998189 0.9440003528 0.9642934262 0.8963470561 0.8646041387 0.5531500211 0.4779001211 1.012953678
0.5619788352 0.9587089781 0.952216574 0.995183269 0.9023166299 0.8911712131 0.5576977104 0.4779925425 1.012953678
0.5671922506 0.8508884171 0.9427657149 0.8446208372 0.8741352668 1.00154587 0.5769185747 0.7312049844 0.9240181417
0.5491998397 0.9037310068 0.9425809391 0.9499900671 0.8913693021 0.8352155098 0.5537118977 0.4779033081 1.014063061
0.5614273256 0.9315118942 0.9501210491 0.97025028 0.8904396653 0.863741142 0.5578908555 0.4779845752 1.014063061
0.5668858564 0.8092406264 0.9353851839 0.8087933412 0.8441226126 0.9766443678 0.5760640539 0.7018101855 0.9003404283
0.5486624714 0.8770110096 0.9416696588 0.9399333777 0.8868206112 0.7933755598 0.5536709276 0.4780530945 1.015025614
0.5610219425 0.9022495268 0.9486890371 0.9543490215 0.8799587104 0.8253144181 0.5581483823 0.4784371216 1.015025614
0.4842961182 0.8498264806 0.9361242869 0.8441889725 0.8535464554 1.00102374 0.4975359367 0.7229013959 0.9240181417
0.4714841264 0.8528459376 0.9190283316 0.901324673 0.8398568546 0.7720639872 0.4781804561 0.4016476512 1.014063061
0.4792948219 0.879093033 0.928964227 0.9475226801 0.850288063 0.8095650132 0.4801236129 0.4020045892 1.014063061
0.4837304674 0.8094864935 0.9287500551 0.8086263535 0.8248614095 0.9760435762 0.4972491455 0.6949757792 0.9003404283
0.4710221782 0.8235867089 0.9181695443 0.8886796744 0.8347360795 0.722931316 0.4783267781 0.4020412391 1.015031052
0.4788375875 0.8464073589 0.927448226 0.9259006538 0.8357838641 0.7642970168 0.480164583 0.402492192 1.015025614
0.4218199816 0.8086118345 0.9225138739 0.8086321117 0.80687185 0.9756012476 0.4372219881 0.5682882912 0.9003404283
0.4121614933 0.7742427556 0.8960342507 0.8222732782 0.7879992911 0.6603030635 0.4210855925 0.34661865 1.015031052
0.4174786113 0.7979129547 0.9068562298 0.8905194181 0.800693963 0.7124431129 0.4214484712 0.3468895404 1.015025614
0.9974828537 1.046056658 0.9880147737 0.9771025333 1.050464663 1.061213485 1.089595917 1.012333482 0.9874596217
0.8937283462 1.123820753 1.008249817 1.022382108 1.08167745 1.074100295 1.038763637 1.090722799 1.008929445
1.011355441 1.123807152 1.008883934 1.022206483 1.081577957 1.075795507 1.077544833 1.089108611 1.008929445
0.9608805298 0.9981732599 0.9782468562 0.9452107644 1.025781097 1.049396016 1.093529054 0.9214545223 0.9734998858
0.8933418181 1.120906967 1.006517544 1.023349485 1.079563226 1.073588425 1.041988575 1.086882529 1.01024004
1.009328525 1.120597279 1.007601002 1.021858112 1.076155594 1.07643278 1.079815751 1.088327809 1.010234602
0.8706309364 0.9433061903 0.9679750049 0.9086750103 0.9984485326 1.039419683 1.095753149 0.8523886162 0.958648293
0.8933606731 1.11314803 1.00541099 1.023611483 1.078773501 1.076794167 1.044124877 1.087040283 1.011425557
1.008409343 1.11408651 1.007195755 1.021043328 1.068780683 1.079412797 1.081097532 1.088157308 1.011420119
0.8348629475 0.8978322894 0.9584044615 0.880592288 0.9716538518 1.021092688 1.097321721 0.8004891963 0.9438456435
0.893091989 1.101806757 1.004913355 1.023677702 1.076948428 1.059989101 1.044411668 1.085159985 1.012953678
1.007820123 1.104357497 1.006654026 1.020565397 1.064415433 1.060751776 1.082607576 1.08677736 1.01294824
0.7976289802 0.8553171633 0.9628054836 0.844733122 0.9436403829 1.002023539 1.099305848 0.755873542 0.9240344561
0.8928845837 1.093031918 1.004839865 1.023775592 1.076286179 1.053137569 1.046378237 1.084720186 1.014073937
1.007296896 1.095838987 1.006784209 1.018921432 1.06222348 1.051334054 1.085446224 1.0871582 1.014068499
0.7627754602 0.8168049625 0.956382427 0.8088019785 0.9160590863 0.9766762885 1.09764363 0.7275702722 0.9003621809
0.89213981 1.082618662 1.004928053 1.022957928 1.074803113 1.046898228 1.045675891 1.084060488 1.015009299
1.006358858 1.086341194 1.006884996 1.016436771 1.060469917 1.041196978 1.086569977 1.085099433 1.015003861
0.8508284428 0.9956455371 0.9712148795 0.945199248 0.9934738878 1.05009143 0.8419019525 0.9084645293 0.9734998858
0.7630300031 1.085282397 0.9886509901 1.01746173 1.026197723 1.054570576 0.803003699 0.767112308 1.01024004
0.8462042471 1.095439323 0.9941480684 1.018175746 1.026113776 1.058459192 0.8238458117 0.7679313532 1.010223726
0.8467369016 0.9419209647 0.9612516877 0.9086577357 0.9678762308 1.039502905 0.844652807 0.8404630633 0.958648293
0.7629640105 1.067133221 0.9880231726 1.014824476 1.023265792 1.05680502 0.8049468558 0.765482185 1.011425557
0.8454594735 1.080943627 0.9926719622 1.015299527 1.011289335 1.061540671 0.8249285948 0.7665434381 1.011414681
0.8424143864 0.8977873009 0.9520066015 0.8807995831 0.9426983096 1.021320693 0.8453961231 0.7902208554 0.9437368805
0.7629640105 1.048472433 0.9869124184 1.013370531 1.01986127 0.9893533339 0.8065798099 0.7663187584 1.012953678
0.8446392797 1.062958712 0.9916808923 1.013226576 1.001862383 1.011600865 0.8259060261 0.766728281 1.01294824
0.8374460864 0.8535511053 0.9564769146 0.8442551917 0.9149708828 1.002003019 0.8454370932 0.7483858117 0.924029018
0.7627943152 1.031976321 0.9867843352 1.011208329 1.017995778 0.9735480679 0.8070538933 0.7664956339 1.014068499
0.8442338966 1.047889676 0.9910992687 1.008245737 0.9969250476 0.9943500506 0.8266610479 0.7670007649 1.014063061
0.8319215631 0.8155390086 0.949497431 0.8088250113 0.8882881314 0.9764049632 0.8418434237 0.7174612786 0.9003621809
0.762469066 1.015314903 0.9862699028 1.00820255 1.015701223 0.9542246938 0.8077913565 0.7668573523 1.015003861
0.8435739706 1.031793229 0.9907864097 1.001877172 0.9933059935 0.9738421936 0.8271585429 0.7675313914 1.014998423
0.6871290862 0.9406550108 0.9545682652 0.908813207 0.9408887825 1.039353562 0.6849335113 0.8288275225 0.958648293
0.6522001461 1.013978851 0.9686322186 1.002959713 0.9655785667 1.03768457 0.6541941752 0.5893205431 1.011425557
0.6801055882 1.03917238 0.9744736516 1.008101782 0.9626715087 1.041756728 0.6659877324 0.5898129263 1.011392928
0.6866765656 0.8962922198 0.9455079548 0.8809377798 0.9157854809 1.021495116 0.6855070937 0.7811460259 0.9437368805
0.6518089043 0.9877265247 0.9672464005 1.000074857 0.9600100737 0.9243139347 0.6562251253 0.589707757 1.012953678
0.6797567701 1.013407603 0.9734657839 1.003708278 0.9502380057 0.9549953487 0.6663154937 0.5903084964 1.012942802
0.6861533385 0.8529809029 0.9496108161 0.8445978044 0.8898364896 1.002270924 0.685489535 0.7395404423 0.924029018
0.6517099154 0.9675371756 0.9665324943 0.9900613536 0.9575973709 0.9015545341 0.6567577375 0.5902845943 1.014068499
0.6794975135 0.991397791 0.972703584 0.9930959229 0.9417033806 0.9311335467 0.6667778714 0.5908024731 1.014052185
0.68550284 0.8136923899 0.9428665016 0.8088624396 0.8622769571 0.9765725464 0.6848808353 0.7143986232 0.9003567428
0.6512432534 0.9461603409 0.965841685 0.98493368 0.9543980524 0.8700044233 0.6565177693 0.590714832 1.015009299
0.6793655283 0.9706570719 0.9717944034 0.9806207911 0.9348632439 0.9025246929 0.6673338952 0.5909666008 1.014987547
0.5682858422 0.8959061562 0.9386250585 0.8808024622 0.8988312694 1.021994446 0.5764854614 0.7709637326 0.9437368805
0.5503452827 0.9318602931 0.9444349957 0.9667896042 0.8980228896 0.8665193758 0.552857377 0.477933584 1.012953678
0.5629592967 0.963209915 0.9532601369 0.9924740377 0.9042753963 0.9053017866 0.5584468792 0.4784530563 1.012931925
0.567960593 0.8525582208 0.9432759479 0.8445920462 0.8666390988 1.000923418 0.5764444913 0.7306090254 0.9240235798
0.5501755875 0.9087163541 0.943328441 0.9553163985 0.8953117081 0.8380005837 0.5538406611 0.4783064568 1.014057623
0.5627377501 0.9358224149 0.9516685459 0.9756054023 0.8939219167 0.8688245004 0.5587804935 0.4786187775 1.014046746
0.5677249051 0.8130730142 0.9359794059 0.8088192531 0.8374907891 0.9759204538 0.5755899705 0.6566288482 0.9003513046
0.5500011784 0.8838178659 0.9424486565 0.9455936844 0.891387957 0.7982081133 0.5536826333 0.4788004334 1.015009299
0.5625774824 0.9095836895 0.9501987389 0.9547520953 0.88271342 0.8350764271 0.5588507281 0.4794139206 1.014971232
0.4846166537 0.8512786657 0.9365694284 0.8447417593 0.8544605464 1.001988198 0.497471555 0.7222082351 0.9240235798
0.4717575243 0.8563267877 0.9196456505 0.9049033919 0.8412995016 0.7729281239 0.4782916608 0.4018627701 1.014068499
0.4801291569 0.8848546926 0.9296865322 0.9565601688 0.853151593 0.8148512955 0.4807849885 0.4021017911 1.014041308
0.4843856796 0.8108424243 0.9294051691 0.8087962203 0.8155588236 0.9763274417 0.4970325888 0.6105105488 0.9003513046
0.4715689741 0.8290690217 0.9186734782 0.893220012 0.8371052542 0.7251839996 0.478531629 0.4022850405 1.015014737
0.4799123241 0.8539999435 0.9286030744 0.9275158278 0.840637252 0.7747635594 0.4808669289 0.4026595067 1.014965794
0.4220556695 0.8098484936 0.9226608546 0.8088134949 0.8043534361 0.9761290779 0.4370815189 0.6868490662 0.9003404283
0.41245846 0.7768499928 0.8960006551 0.8255295381 0.7893300086 0.6611615001 0.421114857 0.3468178342 1.015025614
0.4181621061 0.8050462387 0.9073580639 0.8932919895 0.8045026754 0.7245524273 0.4219342604 0.3471381223 1.01494948
1.024059016 1.085911189 0.9993385868 1.00047793 1.069604609 1.069444444 1.088425341 1.123363503 0.9957799941
0.8937283462 1.126442638 1.009207291 1.021653696 1.085479944 1.07590495 1.037037037 1.095589266 1.007461144
0.9974828537 1.046056658 0.9880147737 0.9771025333 1.050464663 1.061213485 1.089595917 1.012333482 0.9874596217
0.8937283462 1.123820753 1.008249817 1.022382108 1.08167745 1.074100295 1.038763637 1.090722799 1.008929445
1.011355441 1.123807152 1.008883934 1.022206483 1.081577957 1.075795507 1.077544833 1.089108611 1.008929445
0.9608805298 0.9981732599 0.9782468562 0.9452107644 1.025781097 1.049396016 1.093529054 0.9214545223 0.9734998858
0.8933418181 1.120906967 1.006517544 1.023349485 1.079563226 1.073588425 1.041988575 1.086882529 1.01024004
1.009328525 1.120597279 1.007601002 1.021858112 1.076155594 1.07643278 1.079815751 1.088327809 1.010234602
0.8706309364 0.9433061903 0.9679750049 0.9086750103 0.9984485326 1.039419683 1.095753149 0.8523886162 0.958648293
0.8933606731 1.11314803 1.00541099 1.023611483 1.078773501 1.076794167 1.044124877 1.087040283 1.011425557
1.008409343 1.11408651 1.007195755 1.021043328 1.068780683 1.079412797 1.081097532 1.088157308 1.011420119
0.8348629475 0.8978322894 0.9584044615 0.880592288 0.9716538518 1.021092688 1.097321721 0.8004891963 0.9438456435
0.893091989 1.101806757 1.004913355 1.023677702 1.076948428 1.059989101 1.044411668 1.085159985 1.012953678
1.007820123 1.104357497 1.006654026 1.020565397 1.064415433 1.060751776 1.082607576 1.08677736 1.01294824
0.7976289802 0.8553171633 0.9628054836 0.844733122 0.9436403829 1.002023539 1.099305848 0.755873542 0.9240344561
0.8928845837 1.093031918 1.004839865 1.023775592 1.076286179 1.053137569 1.046378237 1.084720186 1.014073937
1.007296896 1.095838987 1.006784209 1.018921432 1.06222348 1.051334054 1.085446224 1.0871582 1.014068499
0.7627754602 0.8168049625 0.956382427 0.8088019785 0.9160590863 0.9766762885 1.09764363 0.7275702722 0.9003621809
0.89213981 1.082618662 1.004928053 1.022957928 1.074803113 1.046898228 1.045675891 1.084060488 1.015009299
1.006358858 1.086341194 1.006884996 1.016436771 1.060469917 1.041196978 1.086569977 1.085099433 1.015003861
0.8542176342 1.042391669 0.9807077331 0.9772090599 1.015129139 1.060104244 0.8392154797 0.9959764803 0.9874269928
0.7630394306 1.095904901 0.9893334005 1.022292856 1.029269567 1.054898903 0.8002469916 0.7673003378 1.008929445
0.8508284428 0.9956455371 0.9712148795 0.945199248 0.9934738878 1.05009143 0.8419019525 0.9084645293 0.9734998858
0.7630300031 1.085282397 0.9886509901 1.01746173 1.026197723 1.054570576 0.803003699 0.767112308 1.01024004
0.8462042471 1.095439323 0.9941480684 1.018175746 1.026113776 1.058459192 0.8238458117 0.7679313532 1.010223726
0.8467369016 0.9419209647 0.9612516877 0.9086577357 0.9678762308 1.039502905 0.844652807 0.8404630633 0.958648293
0.7629640105 1.067133221 0.9880231726 1.014824476 1.023265792 1.05680502 0.8049468558 0.765482185 1.011425557
0.8454594735 1.080943627 0.9926719622 1.015299527 1.011289335 1.061540671 0.8249285948 0.7665434381 1.011414681
0.8424143864 0.8977873009 0.9520066015 0.8807995831 0.9426983096 1.021320693 0.8453961231 0.7902208554 0.9437368805
0.7629640105 1.048472433 0.9869124184 1.013370531 1.01986127 0.9893533339 0.8065798099 0.7663187584 1.012953678
0.8446392797 1.062958712 0.9916808923 1.013226576 1.001862383 1.011600865 0.8259060261 0.766728281 1.01294824
0.8374460864 0.8535511053 0.9564769146 0.8442551917 0.9149708828 1.002003019 0.8454370932 0.7483858117 0.924029018
0.7627943152 1.031976321 0.9867843352 1.011208329 1.017995778 0.9735480679 0.8070538933 0.7664956339 1.014068499
0.8442338966 1.047889676 0.9910992687 1.008245737 0.9969250476 0.9943500506 0.8266610479 0.7670007649 1.014063061
0.8319215631 0.8155390086 0.949497431 0.8088250113 0.8882881314 0.9764049632 0.8418434237 0.7174612786 0.9003621809
0.762469066 1.015314903 0.9862699028 1.00820255 1.015701223 0.9542246938 0.8077913565 0.7668573523 1.015003861
0.8435739706 1.031793229 0.9907864097 1.001877172 0.9933059935 0.9738421936 0.8271585429 0.7675313914 1.014998423
0.6877701572 0.9940228144 0.964409673 0.9452971373 0.9642167577 1.049789324 0.6845413682 0.8954872841 0.9734998858
0.652299135 1.038331201 0.9690647618 1.006380081 0.9713802463 1.035433026 0.6524324577 0.5892982344 1.01024004
0.6871290862 0.9406550108 0.9545682652 0.908813207 0.9408887825 1.039353562 0.6849335113 0.8288275225 0.958648293
0.6522001461 1.013978851 0.9686322186 1.002959713 0.9655785667 1.03768457 0.6541941752 0.5893205431 1.011425557
0.6801055882 1.03917238 0.9744736516 1.008101782 0.9626715087 1.041756728 0.6659877324 0.5898129263 1.011392928
0.6866765656 0.8962922198 0.9455079548 0.8809377798 0.9157854809 1.021495116 0.6855070937 0.7811460259 0.9437368805
0.6518089043 0.9877265247 0.9672464005 1.000074857 0.9600100737 0.9243139347 0.6562251253 0.589707757 1.012953678
0.6797567701 1.013407603 0.9734657839 1.003708278 0.9502380057 0.9549953487 0.6663154937 0.5903084964 1.012942802
0.6861533385 0.8536212036 0.9496108161 0.8445978044 0.8898364896 1.002270924 0.685489535 0.7395404423 0.924029018
0.6517099154 0.9675371756 0.9665324943 0.9900613536 0.9575973709 0.9015545341 0.6567577375 0.5902845943 1.014068499
0.6794975135 0.991397791 0.972703584 0.9930959229 0.9417033806 0.9311335467 0.6667778714 0.5908024731 1.014052185
0.68550284 0.814347338 0.9428665016 0.8088624396 0.8622769571 0.9765725464 0.6848808353 0.7143986232 0.9003567428
0.6512432534 0.9461603409 0.965841685 0.98493368 0.9543980524 0.8700044233 0.6565177693 0.590714832 1.015009299
0.6793655283 0.9706570719 0.9717944034 0.9806207911 0.9348632439 0.9025246929 0.6673338952 0.5909666008 1.014987547
0.5686110915 0.9385416002 0.9478575463 0.9086922849 0.9241242293 1.039867712 0.5761928173 0.8182914781 0.9586537311
0.5504112753 0.9626104179 0.9459677944 0.9840094895 0.9035696186 1.01807733 0.5504986655 0.4775368092 1.011425557
0.5682858422 0.8959061562 0.9386250585 0.8808024622 0.8988312694 1.021994446 0.5764854614 0.7709637326 0.9437368805
0.5503452827 0.9318602931 0.9444349957 0.9667896042 0.8980228896 0.8665193758 0.552857377 0.477933584 1.012953678
0.5629592967 0.963209915 0.9532601369 0.9924740377 0.9042753963 0.9053017866 0.5584468792 0.4784530563 1.012931925
0.567960593 0.8518938566 0.9432759479 0.8445920462 0.8666390988 1.000923418 0.5764444913 0.7306090254 0.9240235798
0.5501755875 0.9087163541 0.943328441 0.9553163985 0.8953117081 0.8380005837 0.5538406611 0.4783064568 1.014057623
0.5627377501 0.9358224149 0.9516685459 0.9756054023 0.8939219167 0.8688245004 0.5587804935 0.4786187775 1.014046746
0.5677249051 0.8123688927 0.9359794059 0.8088192531 0.8374907891 0.9759204538 0.5755899705 0.6566288482 0.9003513046
0.5500011784 0.8838178659 0.9424486565 0.9455936844 0.891387957 0.7982081133 0.5536826333 0.4788004334 1.015009299
0.5625774824 0.9095836895 0.9501987389 0.9547520953 0.88271342 0.8350764271 0.5588507281 0.4794139206 1.014971232
0.4849183342 0.8940344277 0.9320634201 0.8808110995 0.8790726018 1.021003767 0.4978988154 0.7616849385 0.9437314423
0.4717858069 0.8819900795 0.9201705816 0.924026361 0.8448346086 0.8062737695 0.476348504 0.4016890815 1.012953678
0.4846166537 0.851206475 0.9365694284 0.8447417593 0.8544605464 1.001988198 0.497471555 0.7222082351 0.9240235798
0.4717575243 0.8563267877 0.9196456505 0.9049033919 0.8412995016 0.7729281239 0.4782916608 0.4018627701 1.014068499
0.4801291569 0.8848546926 0.9296865322 0.9565601688 0.853151593 0.8148512955 0.4807849885 0.4021017911 1.014041308
0.4843856796 0.8111803608 0.9294051691 0.8087962203 0.8155588236 0.9763274417 0.4970325888 0.6105105488 0.9003513046
0.4715689741 0.8290690217 0.9186734782 0.893220012 0.8371052542 0.7251839996 0.478531629 0.4022850405 1.015014737
0.4799123241 0.8539999435 0.9286030744 0.9275158278 0.840637252 0.7747635594 0.4808669289 0.4026595067 1.014965794
0.4222913573 0.8492803418 0.9300392858 0.8444797614 0.8348542274 1.001515089 0.4376785129 0.5811986105 0.9240181417
0.4125338801 0.805038915 0.8968153481 0.8380392191 0.7937978615 0.715547393 0.419920869 0.3466234304 1.014063061
0.4220556695 0.8102188636 0.9226608546 0.8088134949 0.8043534361 0.9761290779 0.4370815189 0.6868490662 0.9003404283
0.41245846 0.7768499928 0.8960006551 0.8255295381 0.7893300086 0.6611615001 0.421114857 0.3468178342 1.015025614
0.4181621061 0.8050462387 0.9073580639 0.8932919895 0.8045026754 0.7245524273 0.4219342604 0.3471381223 1.01494948
0.3738763582 0.8072695048 0.9163469836 0.80905246 0.7899798216 0.9757631308 0.3899716721 0.5321068902 0.9003404283
0.3661693653 0.728667369 0.8750244093 0.7540789621 0.7461905102 0.613478937 0.3757550218 0.305099114 1.015025614
