cores freq perf power
240 2000000 0.804330997975072 0.980052565813586
240 1900000 0.845470061802748 0.865728206596663
240 1800000 0.858940184414273 0.774418470667307
240 1700000 0.870698268999304 0.674433458164548
240 1600000 0.82954268118311 0.58547866039355
240 1500000 0.792637095733522 0.509487130187312
240 1400000 0.752032767635427 0.453384325666852
240 1300000 0.710653699474958 0.416464091597681
240 1200000 0.671521638796317 0.369058347398007
240 1100000 0.626110583457759 0.326483298060233
240 1000000 0.582274696291253 0.288826154795227
240 900000 0.53626515166784 0.255110278500456
240 800000 0.483586139435706 0.226358687460252
240 700000 0.460323505070689 0.221966886482072
240 600000 0.381082255153729 0.184845349164795
240 500000 0.312983156146175 0.162869905021834
240 400000 0.258400436423091 0.140550797486317
240 300000 0.200795621125632 0.118748750241513
240 200000 0.13560067952411 0.0936424507288623
112 2000000 0.691660467721374 0.822117795528674
112 1900000 0.709096390799459 0.758722762645042
112 1800000 0.71949888632988 0.657654917306731
112 1700000 0.707798249692831 0.568175556169248
112 1600000 0.686278791983272 0.494389823792544
112 1500000 0.660437741026595 0.431736371543849
112 1400000 0.631424210418069 0.386217847298355
112 1300000 0.474792863715449 0.336070711341404
112 1200000 0.581559678343525 0.315446774772847
112 1100000 0.538341522153894 0.281023395300971
112 1000000 0.492504704733587 0.249803202133052
112 900000 0.445343024542005 0.220177691155529
112 800000 0.389285084608257 0.198914870261246
112 700000 0.343392025420013 0.179335007684044
112 600000 0.304049934131485 0.161024346195048
112 500000 0.26040176044678 0.14408425090499
112 400000 0.203060120890459 0.125936276799822
112 300000 0.159111237432408 0.106354495255214
112 200000 0.107086295379589 0.0859416132406216
48 2000000 0.554338595238059 0.710748655957714
48 1900000 0.480372470152543 0.575706931441456
48 1800000 0.538790626993849 0.518670404200936
48 1700000 0.520873303981028 0.473844245103935
48 1600000 0.500637536766151 0.412395793849378
48 1500000 0.470029064635971 0.360769276603238
48 1400000 0.454459884866319 0.325352975179376
48 1300000 0.429360678801262 0.298754769353797
48 1200000 0.387069607516501 0.265662642818184
48 1100000 0.359941838205621 0.237962233379075
48 1000000 0.334725168060562 0.209575784362062
48 900000 0.315849435499751 0.187393237403065
48 800000 0.282416361421555 0.169341607178383
48 700000 0.254123917598653 0.15480735598769
48 600000 0.199245460178995 0.126843817170381
48 500000 0.181854738600964 0.124429126890629
48 400000 0.153712054971792 0.111027415717477
48 300000 0.117416541660704 0.0948419217336107
48 200000 0.0804094884683091 0.0764395248692662
16 2000000 0.354434013575883 0.504968188964789
