cores freq perf power
240 2000000 0.886127174822656 0.982831728312659
240 1900000 0.925340529785628 0.910114427358521
240 1800000 0.93376254158661 0.814859338618173
240 1700000 0.937847744837278 0.70829694052322
240 1600000 0.895616690342215 0.614238396056843
240 1500000 0.869458061630837 0.53404176104112
240 1400000 0.827165348915986 0.47499100207431
240 1300000 0.783715222930217 0.436015209988982
240 1200000 0.742411016269402 0.386278349569392
240 1100000 0.693966234821127 0.341697325187035
240 1000000 0.638948776327512 0.302537676819827
240 900000 0.589309020484878 0.26775181797991
240 800000 0.534695289162199 0.2379766111456
240 700000 0.495369821349554 0.214765459451948
240 600000 0.430029118002034 0.194151866840378
240 500000 0.351959797502187 0.171141736217391
240 400000 0.296003039347529 0.147554512759512
240 300000 0.230132185617218 0.124584536015511
240 200000 0.155840825294664 0.0981447231735358
112 2000000 0.783127571635746 0.86381144135263
112 1900000 0.797898547746323 0.794626920936842
112 1800000 0.799459046508439 0.687408166750445
112 1700000 0.78580850772361 0.593809239035646
112 1600000 0.760192290867054 0.516413687063984
112 1500000 0.732665058345639 0.450682565079165
112 1400000 0.692598624564773 0.403087440914391
112 1300000 0.657974644636534 0.369596576628428
112 1200000 0.639919505629495 0.329323081961293
112 1100000 0.601614718614826 0.293323887493799
112 1000000 0.553211614019018 0.261028802987943
112 900000 0.504077266981381 0.23065032434524
112 800000 0.44283678097315 0.208650246524304
112 700000 0.3910766264141 0.188213538535711
112 600000 0.348145067588869 0.169011058086068
112 500000 0.302203512021769 0.151183419430556
112 400000 0.239916691948328 0.132071692835288
112 300000 0.186255483835005 0.111475207986893
112 200000 0.126542688791672 0.0900611292753712
48 2000000 0.631338563959694 0.745037886955024
48 1900000 0.608354876164511 0.599761909817064
48 1800000 0.611553882518397 0.542788890931884
48 1700000 0.591638519417943 0.495088974762573
48 1600000 0.570279841608554 0.430900719107901
48 1500000 0.5437278430744 0.376909610083488
48 1400000 0.526233256410832 0.339891278013679
48 1300000 0.499394623604186 0.312092694270614
48 1200000 0.454954867385852 0.277573941566741
48 1100000 0.425300474107623 0.248600716290628
48 1000000 0.392672508713504 0.21925235171824
48 900000 0.370547074184358 0.196422774970667
48 800000 0.334158106371866 0.17764872508102
48 700000 0.30502884882475 0.162333813721191
48 600000 0.260509207510496 0.147135882105532
48 500000 0.220954949124075 0.13040469684596
48 400000 0.188447113556415 0.11630048128548
48 300000 0.145372648257219 0.0993721142515977
48 200000 0.0986155185809521 0.0801268389992296
16 2000000 0.424604735501754 0.527967703399422
16 1900000 0.413823889655706 0.432019462967257
16 1800000 0.404863393241382 0.377589251264637
16 1700000 0.392892577499941 0.340381202059382
16 1600000 0.375209069280167 0.305953595161056
16 1500000 0.360768670845631 0.276693142307736
16 1400000 0.344545881351592 0.254242230825913
