cores freq perf power
240 2000000 0.804164013302201 0.983093774208937
240 1900000 0.885144696808887 1
240 1800000 0.898411519139602 0.91152435078525
240 1700000 0.847856081511356 0.76712414774577
240 1600000 0.799954008349254 0.648676589202499
240 1500000 1 0.552409565710778
240 1400000 0.935735512630015 0.484846119195336
240 1300000 0.869507535555084 0.436496678683379
240 1200000 0.802271279983019 0.382762971339277
240 1100000 0.733849854949409 0.335918388227962
240 1000000 0.498195712163023 0.299820413706228
240 900000 0.44806481284936 0.273441060748402
240 800000 0.396483407627538 0.248405449111902
240 700000 0.461685417108894 0.223256225724624
240 600000 0.394413783343947 0.197350587259804
240 500000 0.243684992570579 0.171676989169013
240 400000 0.258260808037925 0.143888617962882
240 300000 0.190617703247718 0.116758165097141
240 200000 0.123646784122267 0.0878720452639846
112 2000000 0.889319323568952 0.965657028049479
112 1900000 0.901949338427793 0.79633964199675
112 1800000 0.857885799193377 0.652707979265523
112 1700000 0.81083280266044 0.561428079775381
112 1600000 0.764239722634968 0.481077663929797
112 1500000 0.71884950116748 0.411535147223555
112 1400000 0.50017689096441 0.365474385533171
112 1300000 0.465789287483195 0.334765660815108
112 1200000 0.430587985565697 0.296964506626023
112 1100000 0.527701125026534 0.261384262845768
112 1000000 0.48238165994481 0.235995524627174
112 900000 0.434851057807967 0.218258471383791
112 800000 0.38334040897191 0.198403323044051
112 700000 0.254174626760065 0.180929702895306
112 600000 0.218955635746126 0.161489636083624
112 500000 0.243313521545319 0.140914614457527
112 400000 0.194438548078964 0.120706671733795
112 300000 0.108451850279488 0.0984646800334324
112 200000 0.0943182622231656 0.0765444221945538
48 2000000 0.501680464161891 0.766703917147136
48 1900000 0.476526569022854 0.575895473202908
48 1800000 0.451814901294842 0.481859159964016
48 1700000 0.426908653505979 0.416681560214892
48 1600000 0.402586145899667 0.364990871196166
48 1500000 0.504988325196349 0.319402661305432
48 1400000 0.471874336658883 0.286680649992094
48 1300000 0.437115262152409 0.262603928176113
48 1200000 0.403842071746975 0.234083060155761
48 1100000 0.37017972121984 0.207486615738483
48 1000000 0.252211137055119 0.188561788182518
48 900000 0.226862661855232 0.173087668407828
48 800000 0.201142715630086 0.157786457745066
48 700000 0.234292082360433 0.141633491149578
48 600000 0.198135569235123 0.125858233795709
48 500000 0.123841364183118 0.110741060881282
48 400000 0.129908724262365 0.0956072780617702
48 300000 0.0967239793391354 0.0801255177307415
48 200000 0.0624601995330079 0.0641391484832499
16 2000000 0.261356399915092 0.456004846105907
16 1900000 0.24796575390929 0.358028829480057
16 1800000 0.233655274888559 0.308075702632205
16 1700000 0.22162668930871 0.272864863141026
16 1600000 0.208289110592231 0.240829671402926
16 1500000 0.259622868463879 0.212159978633018
16 1400000 0.242199108469539 0.191046131685985
16 1300000 0.225040684921814 0.176821076773639
16 1200000 0.206820915587632 0.157826819814421
16 1100000 0.189467911979056 0.138654338573648
16 1000000 0.12852897473997 0.124824433303258
16 900000 0.115403665180783 0.115740310113572
16 800000 0.101977640982099 0.106540415885447
16 700000 0.118021651454044 0.0970593159642449
16 600000 0.10070402603835 0.0885289670100709
16 500000 0.0620533503148659 0.0796415050965833
16 400000 0.0651489421920328 0.0703573986496812
16 300000 0.0472652656902285 0.060837597649632
16 200000 0.0296292365385976 0.0511133287179944
15 1400000 0.405327955848015 0.158459491099084
15 1300000 0.504952947003467 0.140884882727426
15 1200000 0.469114837614095 0.12656930383237
15 1100000 0.431702398641477 0.11446400500689
15 1000000 0.394484539729711 0.103469078336299
15 900000 0.356240713224369 0.0931691100944373
15 800000 0.238431330927616 0.0840914647677337
15 700000 0.209226632703602 0.0772397128213851
15 600000 0.2392450293639 0.0721399736633345
15 500000 0.198666242128352 0.0671340804690106
15 400000 0.119189131819147 0.0618806996889297
15 300000 0.118198542418453 0.056509222483699
15 200000 0.0578433453619189 0.0511990358282297
7 1400000 0.398906813839949 0.133493142766785
7 1300000 0.373098422132597 0.120743877921184
7 1200000 0.259499044788792 0.108208050355917
7 1100000 0.23961650038916 0.0987176488878672
7 1000000 0.219415552253591 0.0885751425462054
7 900000 0.198913889478525 0.0818047791347701
7 800000 0.237564565202009 0.0752591477391262
7 700000 0.208908228967664 0.0690400670774407
7 600000 0.180198825443996 0.0649809384729252
7 500000 0.112891813486167 0.0612830753039945
7 400000 0.1205511922451 0.0571377412920912
7 300000 0.0901613245595415 0.0529613467576801
7 200000 0.0591169603056676 0.048363392832228
3 1400000 0.208182976013585 0.111774861373732
3 1300000 0.259145262859973 0.101190199358725
3 1200000 0.23998797141442 0.0914212497824102
3 1100000 0.220936814547513 0.0838577634031968
3 1000000 0.201390362980259 0.077434048710872
3 900000 0.181773155027241 0.0717184142722935
3 800000 0.121417957970707 0.0661389810554067
3 700000 0.106417604188778 0.0611817548829799
3 600000 0.121824807188849 0.0586068873968027
3 500000 0.101340833510224 0.055599165784127
3 400000 0.0606559116960306 0.0523579089059653
3 300000 0.0598952805490696 0.0492021930389881
3 200000 0.0290454963560461 0.0458420092404224
1 1400000 0.105002476473502 0.0854792223375319
1 1300000 0.13038632986627 0.0788181521015516
1 1200000 0.120710394113069 0.0727620146087437
1 1100000 0.110769121913253 0.0677024714209973
1 1000000 0.1008986060992 0.0628522130373138
1 900000 0.0909396448029435 0.0587259804162575
1 800000 0.0606205335031487 0.0550766181701731
1 700000 0.0528903983584518 0.0520406597188541
1 600000 0.0602313733814477 0.0501826757361178
1 500000 0.049759428288403 0.0484231884905317
1 400000 0.0293992782848652 0.0464522571532217
1 300000 0.0285502016556994 0.0447744906406507
1 200000 0.0135321587773297 0.0430522095824536
